low_bound_theta upper_bound_theta mid_wind_theta Nmb_Positions_theta Nb_SNP_theta pop1 pop2 pop3 pop4 pop1+pop2+pop3+pop4
temp_spectre.55 27500000 28500000 28000000.5 86 86 0.164082687338501 0.186398872445384 0.153207257858421 0.0558139534883721 0.165383680414877
temp_spectre.56 2.8e+07 2.9e+07 28500000.5 69 69 0.197423510466989 0.204874835309618 0.216435738174869 0.0946859903381642 0.212442559208201
temp_spectre.57 28500000 29500000 29000000.5 76 76 0.225438596491228 0.228867623604466 0.217611336032389 0.151754385964912 0.234626199645455
temp_spectre.58 2.9e+07 3e+07 29500000.5 79 79 0.185091420534459 0.228807057920982 0.168869105577966 0.205907172995781 0.20569252708802
temp_spectre.59 29500000 30500000 30000000.5 79 79 0.175246132208158 0.225163022631377 0.150785922937822 0.185654008438819 0.198518061129978
temp_spectre.60 3e+07 3.1e+07 30500000.5 93 93 0.165830346475508 0.240306288693385 0.164244357792745 0.225806451612903 0.234960598453911
temp_spectre.61 30500000 31500000 31000000.5 76 76 0.178947368421053 0.26555023923445 0.20373048004627 0.278947368421053 0.263815025368299
temp_spectre.62 3.1e+07 3.2e+07 31500000.5 58 58 0.226819923371647 0.268808777429467 0.23929518757105 0.258620689655172 0.257899795746726
temp_spectre.63 31500000 32500000 32000000.5 58 58 0.232950191570881 0.262277951933124 0.253884046987495 0.303448275862069 0.264808362369338
temp_spectre.64 3.2e+07 3.3e+07 32500000.5 66 66 0.175420875420875 0.206152433425161 0.221778221778222 0.252525252525253 0.220620842572062
temp_spectre.65 32500000 33500000 33000000.5 61 61 0.181420765027322 0.209885742672628 0.222662583318321 0.204371584699454 0.227185316349651
temp_spectre.66 3.3e+07 3.4e+07 33500000.5 56 56 0.227380952380952 0.241341991341991 0.20467032967033 0.266666666666667 0.246183839389414
temp_spectre.67 33500000 34500000 34000000.5 55 55 0.245656565656566 0.258126721763085 0.231168831168831 0.244848484848485 0.257670784500053
temp_spectre.68 3.4e+07 3.5e+07 34500000.5 47 47 0.274704491725768 0.280786589297228 0.299742810381108 0.194326241134752 0.295376479600662
temp_spectre.69 34500000 35500000 35000000.5 50 50 0.285777777777778 0.236363636363636 0.207472527472527 0.162666666666667 0.244065040650406
temp_spectre.70 3.5e+07 3.6e+07 35500000.5 60 60 0.224074074074074 0.21969696969697 0.178388278388278 0.13 0.202710027100271
temp_spectre.71 35500000 36500000 36000000.5 67 67 0.21592039800995 0.206467661691542 0.185665081187469 0.162189054726368 0.207447085131832
temp_spectre.72 3.6e+07 3.7e+07 36500000.5 64 64 0.207638888888889 0.198153409090909 0.181490384615385 0.15625 0.210148083623693
temp_spectre.73 36500000 37500000 37000000.5 76 76 0.195614035087719 0.258373205741627 0.219924812030075 0.201754385964912 0.236322513601076
temp_spectre.74 3.7e+07 3.8e+07 37500000.5 86 86 0.223514211886305 0.253875968992248 0.201635573728597 0.203875968992248 0.236245036868973
temp_spectre.75 37500000 38500000 38000000.5 73 73 0.195738203957382 0.221876297218763 0.200060213758844 0.134246575342466 0.220769096144973
temp_spectre.76 3.8e+07 3.9e+07 38500000.5 65 65 0.140512820512821 0.217016317016317 0.221132713440406 0.218461538461538 0.218583042973287
temp_spectre.77 38500000 39500000 39000000.5 61 61 0.136612021857924 0.219076005961252 0.200324265898036 0.287431693989071 0.21290531406485
temp_spectre.78 3.9e+07 4e+07 39500000.5 83 83 0.186345381526104 0.248630887185104 0.219912617502979 0.216867469879518 0.234876789387515
temp_spectre.79 39500000 40500000 40000000.5 100 100 0.225111111111111 0.287272727272727 0.186813186813187 0.242666666666667 0.254878048780488
temp_spectre.80 4e+07 4.1e+07 40500000.5 90 90 0.238518518518518 0.26043771043771 0.147496947496948 0.237777777777778 0.230145825267776
temp_spectre.81 40500000 41500000 41000000.5 62 62 0.237275985663082 0.216275659824047 0.194789081885856 0.153763440860215 0.213311603162115
temp_spectre.82 4.1e+07 4.2e+07 41500000.5 50 50 0.280444444444444 0.231818181818182 0.254725274725275 0.196 0.260952380952381
temp_spectre.83 41500000 42500000 42000000.5 61 61 0.29471766848816 0.217337307501242 0.278688524590164 0.248087431693989 0.28251556520249
temp_spectre.84 4.2e+07 4.3e+07 42500000.5 49 49 0.227210884353741 0.237786023500309 0.274725274725275 0.171428571428571 0.26383654507099
temp_spectre.85 42500000 43500000 43000000.5 42 42 0.151322751322751 0.264430014430014 0.189691261119833 0.120634920634921 0.202035285658979
temp_spectre.86 4.3e+07 4.4e+07 43500000.5 81 81 0.189849108367627 0.200523756079312 0.119115452448786 0.109465020576132 0.157454008402518
temp_spectre.87 43500000 44500000 44000000.5 84 84 0.218518518518519 0.203102453102453 0.144688644688645 0.11031746031746 0.182995962612687
temp_spectre.88 4.4e+07 4.5e+07 44500000.5 55 55 0.252121212121212 0.251515151515152 0.197802197802198 0.167272727272727 0.237166085946574
temp_spectre.89 44500000 45500000 45000000.5 57 57 0.223391812865497 0.202817650186071 0.141314825525352 0.162573099415205 0.191128227071744
temp_spectre.90 4.5e+07 4.6e+07 45500000.5 68 68 0.19281045751634 0.207887700534759 0.182126696832579 0.146078431372549 0.201492792238847
temp_spectre.91 45500000 46500000 46000000.5 79 79 0.162587904360056 0.191983122362869 0.158992905828349 0.145991561181435 0.180346667842809
temp_spectre.92 4.6e+07 4.7e+07 46500000.5 59 59 0.181544256120527 0.190549563430919 0.158502514434718 0.192090395480226 0.18880292919152
temp_spectre.93 46500000 47500000 47000000.5 49 49 0.219501133786848 0.194495980210266 0.200044853106078 0.186394557823129 0.202612055275072
temp_spectre.94 4.7e+07 4.8e+07 47500000.5 43 43 0.194832041343669 0.157152924594785 0.138512650140557 0.105426356589147 0.153769278556573
temp_spectre.95 47500000 48500000 48000000.5 32 32 0.120833333333333 0.206439393939394 0.142513736263736 0.15 0.165614111498258
temp_spectre.96 4.8e+07 4.9e+07 48500000.5 50 50 0.199111111111111 0.159393939393939 0.137362637362637 0.209333333333333 0.191219512195122
temp_spectre.97 48500000 49500000 49000000.5 69 69 0.218035426731079 0.195652173913043 0.180602006688963 0.202898550724638 0.222693531283139
temp_spectre.98 4.9e+07 5e+07 49500000.5 62 62 0.17168458781362 0.21505376344086 0.189649060616803 0.194623655913978 0.209433891573939
temp_spectre.99 49500000 50500000 50000000.5 32 32 0.165277777777778 0.13967803030303 0.141483516483516 0.172916666666667 0.15831881533101
temp_spectre.100 5e+07 5.1e+07 50500000.5 42 42 0.247619047619048 0.199134199134199 0.189691261119833 0.157142857142857 0.206957579779879
temp_spectre.101 50500000 51500000 51000000.5 64 64 0.184027777777778 0.1953125 0.132211538461538 0.121875 0.164126016260163
temp_spectre.102 5.1e+07 5.2e+07 51500000.5 68 68 0.160457516339869 0.128342245989305 0.118939883645766 0.142156862745098 0.142208102753296
temp_spectre.103 51500000 52500000 52000000.5 71 71 0.190610328638498 0.163892445582586 0.150905432595573 0.253521126760563 0.193420686721958
temp_spectre.104 5.2e+07 5.3e+07 52500000.5 52 52 0.188888888888889 0.263986013986014 0.177514792899408 0.23974358974359 0.237447511837756
temp_spectre.105 52500000 53500000 53000000.5 49 49 0.220408163265306 0.260667903525046 0.238169993272034 0.130612244897959 0.248714119794259
temp_spectre.106 5.3e+07 5.4e+07 53500000.5 71 71 0.180907668231612 0.25501493811353 0.223649589846773 0.155868544600939 0.23045590616872
temp_spectre.107 53500000 54500000 54000000.5 90 90 0.166666666666667 0.245622895622896 0.175946275946276 0.142222222222222 0.205458768873403
temp_spectre.108 5.4e+07 5.5e+07 54500000.5 96 96 0.137268518518519 0.196496212121212 0.12706043956044 0.159722222222222 0.171917344173442
temp_spectre.109 54500000 55500000 55000000.5 93 93 0.130704898446834 0.197458455522972 0.15136476426799 0.174910394265233 0.175315025039651
temp_spectre.110 5.5e+07 5.6e+07 55500000.5 71 71 0.212519561815336 0.238796414852753 0.209255533199195 0.1981220657277 0.223667206490978
temp_spectre.111 55500000 56500000 56000000.5 67 67 0.233499170812604 0.228177295341474 0.199114318517304 0.221890547263682 0.226844869728015
temp_spectre.112 5.6e+07 5.7e+07 56500000.5 75 75 0.19762962962963 0.186060606060606 0.158974358974359 0.150222222222222 0.18344560588463
temp_spectre.113 56500000 57500000 57000000.5 47 47 0.198581560283688 0.202450032237266 0.171849427168576 0.14468085106383 0.197914349964168
temp_spectre.114 5.7e+07 5.8e+07 57500000.5 32 32 0.186805555555556 0.184185606060606 0.197458791208791 0.154166666666667 0.200239547038328
temp_spectre.115 57500000 58500000 58000000.5 47 47 0.231678486997636 0.160541586073501 0.212298339957914 0.147517730496454 0.201448093508291
temp_spectre.116 5.8e+07 5.9e+07 58500000.5 111 111 0.232432432432432 0.231094731094731 0.250965250965251 0.234234234234234 0.239267141706166
temp_spectre.117 58500000 59500000 59000000.5 110 110 0.24 0.247796143250689 0.256843156843157 0.246060606060606 0.250110864745011
temp_spectre.118 5.9e+07 6e+07 59500000.5 60 60 0.223703703703704 0.236363636363636 0.177655677655678 0.276666666666667 0.23130081300813
temp_spectre.119 59500000 60500000 60000000.5 60 60 0.180740740740741 0.196969696969697 0.145787545787546 0.223333333333333 0.192934572202865
temp_spectre.120 6e+07 6.1e+07 60500000.5 64 64 0.11875 0.205255681818182 0.182520604395604 0.05625 0.172546457607433
temp_spectre.121 60500000 61500000 61000000.5 57 57 0.0768031189083821 0.206273258904838 0.170618854829381 0.0549707602339181 0.162948020457648
temp_spectre.122 6.1e+07 6.2e+07 61500000.5 49 49 0.072108843537415 0.17687074829932 0.146445391343351 0.0979591836734694 0.147811040792624
temp_spectre.123 61500000 62500000 62000000.5 62 62 0.089247311827957 0.215542521994135 0.197979439914924 0.151612903225806 0.182776966018508
temp_spectre.124 6.2e+07 6.3e+07 62500000.5 68 68 0.176797385620915 0.264260249554367 0.242727860374919 0.206862745098039 0.235157477625196
temp_spectre.125 62500000 63500000 63000000.5 61 61 0.184699453551913 0.256582215598609 0.206449288416502 0.173770491803279 0.217836674853868
temp_spectre.126 6.3e+07 6.4e+07 63500000.5 59 59 0.147645951035782 0.173857216230098 0.147886012292792 0.227118644067797 0.174845961534676
temp_spectre.127 63500000 64500000 64000000.5 64 64 0.151041666666667 0.193418560606061 0.183379120879121 0.286458333333333 0.208895905923345
temp_spectre.128 6.4e+07 6.5e+07 64500000.5 51 51 0.117647058823529 0.24777183600713 0.206421029950442 0.252287581699346 0.228348249869053
temp_spectre.129 64500000 65500000 65000000.5 42 42 0.102116402116402 0.200577200577201 0.183411826268969 0.16031746031746 0.192218350754936
temp_spectre.130 6.5e+07 6.6e+07 65500000.5 51 51 0.0644880174291939 0.185680332739156 0.125188536953243 0.0901960784313725 0.136571701851472
temp_spectre.131 65500000 66500000 66000000.5 37 37 0.0456456456456456 0.166257166257166 0.0635580635580636 0.0972972972972973 0.0942336064287284
temp_spectre.132 6.6e+07 6.7e+07 66500000.5 55 55 0.168080808080808 0.242148760330579 0.216583416583417 0.12 0.199725477774258
temp_spectre.133 66500000 67500000 67000000.5 64 64 0.188194444444444 0.2734375 0.246909340659341 0.161458333333333 0.232396922183508
temp_spectre.134 6.7e+07 6.8e+07 67500000.5 40 40 0.267777777777778 0.289393939393939 0.276098901098901 0.245 0.281765389082462
temp_spectre.135 67500000 68500000 68000000.5 70 70 0.29015873015873 0.266450216450216 0.297645211930926 0.274285714285714 0.299303135888502
temp_spectre.136 6.8e+07 6.9e+07 68500000.5 71 71 0.22566510172144 0.218950064020487 0.269772481040087 0.248826291079812 0.26554448643078
temp_spectre.137 68500000 69500000 69000000.5 46 46 0.152173913043478 0.22167325428195 0.172718585762064 0.157971014492754 0.231833560571631
temp_spectre.138 6.9e+07 7e+07 69500000.5 43 43 0.170542635658915 0.258632840028189 0.162279580884232 0.224806201550388 0.253356021932312
temp_spectre.139 69500000 70500000 70000000.5 49 49 0.195011337868481 0.180890538033395 0.174927113702624 0.174149659863946 0.202256512361042
temp_spectre.140 7e+07 7.1e+07 70500000.5 63 63 0.243386243386243 0.0969215969215969 0.141461712890284 0.0888888888888889 0.1595781944214
temp_spectre.141 70500000 71500000 71000000.5 55 55 0.186262626262626 0.0834710743801653 0.138261738261738 0.122424242424242 0.141547883011298
temp_spectre.142 7.1e+07 7.2e+07 71500000.5 92 92 0.199033816425121 0.201251646903821 0.229216435738175 0.26304347826087 0.216002625864768
temp_spectre.143 71500000 72500000 72000000.5 137 137 0.150527169505272 0.169984516699845 0.187615304403626 0.247201946472019 0.181150758327187
temp_spectre.144 7.2e+07 7.3e+07 72500000.5 88 88 0.102020202020202 0.152548209366391 0.134115884115884 0.196212121212121 0.153798437335023
temp_spectre.145 72500000 73500000 73000000.5 25 25 0.218666666666667 0.255757575757576 0.166593406593407 0.152 0.249477351916376
temp_spectre.146 7.3e+07 7.4e+07 73500000.5 30 30 0.0822222222222222 0.276767676767677 0.163736263736264 0.128888888888889 0.19883855981417
temp_spectre.147 73500000 74500000 74000000.5 50 50 0.117333333333333 0.233333333333333 0.186373626373626 0.156 0.19458768873403
temp_spectre.148 7.4e+07 7.5e+07 74500000.5 57 57 0.0908382066276803 0.177830940988836 0.204164256795836 0.132163742690058 0.169570267131243
temp_spectre.149 74500000 75500000 75000000.5 36 36 0.0493827160493827 0.196548821548822 0.218864468864469 0.109259259259259 0.167344173441734
temp_spectre.150 7.5e+07 7.6e+07 75500000.5 15 15 0.204444444444444 0.374747474747475 0.327472527472527 0.2 0.290282617111885
temp_spectre.151 75500000 76500000 76000000.5 29 29 0.188505747126437 0.263322884012539 0.242895035998484 0.206896551724138 0.238575834034202
temp_spectre.152 7.6e+07 7.7e+07 76500000.5 27 27 0.182716049382716 0.259820426487093 0.212454212454212 0.155555555555556 0.229793091581709
temp_spectre.153 76500000 77500000 77000000.5 18 18 0.144444444444444 0.363636363636364 0.264346764346764 0.137037037037037 0.269518647567428
temp_spectre.154 7.7e+07 7.8e+07 77500000.5 30 30 0.151111111111111 0.221212121212121 0.229304029304029 0.228888888888889 0.218854045683314
temp_spectre.155 77500000 78500000 78000000.5 59 59 0.166478342749529 0.167180277349769 0.14844477556342 0.122033898305085 0.156814110513986
temp_spectre.156 7.8e+07 7.9e+07 78500000.5 83 83 0.163855421686747 0.178349762687112 0.139150006619886 0.16144578313253 0.158753480822244
temp_spectre.157 78500000 79500000 79000000.5 52 52 0.158547008547009 0.202797202797203 0.174344885883347 0.23974358974359 0.192106673813991
temp_spectre.158 7.9e+07 8e+07 79500000.5 7 7 0.133333333333333 0.253246753246753 0.229199372056515 0.19047619047619 0.253359880537581
temp_spectre.159 79500000 80500000 80000000.5 51 51 0.16557734204793 0.154783125371361 0.16785175608705 0.162091503267974 0.163740292865114
temp_spectre.160 8e+07 8.1e+07 80500000.5 71 71 0.172769953051643 0.174775928297055 0.206779136356601 0.173708920187793 0.18903665897826
temp_spectre.161 80500000 81500000 81000000.5 29 29 0.192337164750958 0.216300940438871 0.255778704054566 0.202298850574713 0.236373102647283
temp_spectre.162 8.1e+07 8.2e+07 81500000.5 18 18 0.160493827160494 0.221380471380471 0.186202686202686 0.266666666666667 0.216156923473997
temp_spectre.163 81500000 82500000 82000000.5 42 42 0.235978835978836 0.273448773448773 0.26530612244898 0.279365079365079 0.260107294950501
temp_spectre.164 8.2e+07 8.3e+07 82500000.5 31 31 0.268100358422939 0.283479960899316 0.293158454448777 0.281720430107527 0.275973174478289
temp_spectre.165 82500000 83500000 83000000.5 26 26 0.401709401709402 0.386363636363636 0.368977176669484 0.41025641025641 0.362726704190119
temp_spectre.166 8.3e+07 8.4e+07 83500000.5 30 30 0.365925925925926 0.352525252525253 0.342490842490842 0.406666666666667 0.337359659310879
temp_spectre.167 83500000 84500000 84000000.5 37 37 0.183783783783784 0.185913185913186 0.168993168993169 0.268468468468469 0.191920143139655
temp_spectre.168 8.4e+07 8.5e+07 84500000.5 44 44 0.192424242424242 0.235881542699725 0.213536463536464 0.287878787878788 0.226348854397635
temp_spectre.169 84500000 85500000 85000000.5 33 33 0.145454545454545 0.284664830119376 0.265734265734266 0.303030303030303 0.253193960511034
temp_spectre.170 8.5e+07 8.6e+07 85500000.5 27 27 0.116872427983539 0.259820426487093 0.232397232397232 0.28641975308642 0.226007656901966
temp_spectre.171 85500000 86500000 86000000.5 7 7 0.155555555555556 0.318181818181818 0.26530612244898 0.371428571428571 0.270781483325037
temp_spectre.172 8.6e+07 8.7e+07 86500000.5 4 4 0.133333333333333 0.246212121212121 0.197802197802198 0.3 0.229094076655052
temp_spectre.173 86500000 87500000 87000000.5 2 2 0 0.204545454545455 0.131868131868132 0.3 0.157955865272938
temp_spectre.174 87500000 88500000 88000000.5 25 25 0.217777777777778 0.0557575757575758 0.153406593406593 0.114666666666667 0.137839721254355
temp_spectre.175 8.8e+07 8.9e+07 88500000.5 48 48 0.130092592592593 0.138888888888889 0.169871794871795 0.151388888888889 0.15650406504065
temp_spectre.176 88500000 89500000 89000000.5 37 37 0.0786786786786787 0.242833742833743 0.196911196911197 0.181981981981982 0.190978434880874
temp_spectre.177 8.9e+07 9e+07 89500000.5 16 16 0.201388888888889 0.267992424242424 0.23282967032967 0.179166666666667 0.23664343786295
temp_spectre.178 89500000 90500000 90000000.5 7 7 0.342857142857143 0.283549783549784 0.30298273155416 0.20952380952381 0.289364526298324
temp_spectre.179 9e+07 9.1e+07 90500000.5 58 58 0.285057471264368 0.283437826541275 0.269420234937476 0.201149425287356 0.258200168208579
temp_spectre.180 90500000 91500000 91000000.5 247 247 0.156815114709852 0.194761378971905 0.195889131111803 0.154116059379217 0.177507558765582
temp_spectre.181 9.1e+07 9.2e+07 91500000.5 232 232 0.12183908045977 0.165948275862069 0.175634710117469 0.143390804597701 0.154271296407545
temp_spectre.182 91500000 92500000 92000000.5 90 90 0.140493827160494 0.170707070707071 0.177777777777778 0.194814814814815 0.165543941153697
temp_spectre.183 9.2e+07 9.3e+07 92500000.5 58 58 0.142528735632184 0.187042842215256 0.178666161424782 0.22183908045977 0.177700348432056
temp_spectre.184 92500000 93500000 93000000.5 12 12 0.05 0.191919191919192 0.16025641025641 0.305555555555556 0.190185830429733
temp_spectre.185 9.3e+07 9.4e+07 93500000.5 12 12 0.0333333333333333 0.171717171717172 0.0778388278388278 0.2 0.119144405729772
temp_spectre.186 93500000 94500000 94000000.5 10 10 0.04 0.107575757575758 0.0527472527472527 0.06 0.0689895470383275
temp_spectre.187 9.4e+07 9.5e+07 94500000.5 6 6 0.0666666666666667 0.0681818181818182 0.131868131868132 0.2 0.12059620596206
temp_spectre.188 94500000 95500000 95000000.5 9 9 0.0222222222222222 0.0925925925925926 0.0781440781440781 0.103703703703704 0.0805265195509098
temp_spectre.189 9.5e+07 9.6e+07 95500000.5 22 22 0.185858585858586 0.211432506887052 0.176823176823177 0.166666666666667 0.186991869918699
temp_spectre.190 95500000 96500000 96000000.5 38 38 0.11812865497076 0.206539074960128 0.136205899363794 0.131578947368421 0.157283452533773
temp_spectre.191 9.6e+07 9.7e+07 96500000.5 248 248 0.181362007168459 0.227089442815249 0.212025877348458 0.198924731182796 0.202596380802518
temp_spectre.192 96500000 97500000 97000000.5 233 233 0.201335240820219 0.232019768500455 0.226713200962128 0.212017167381974 0.215255242681182
temp_spectre.193 9.7e+07 9.8e+07 97500000.5 11 11 0.23030303030303 0.161157024793388 0.191808191808192 0.157575757575758 0.211065357406821
temp_spectre.194 97500000 98500000 98000000.5 9 9 0.103703703703704 0.202020202020202 0.181929181929182 0.125925925925926 0.177055103884372
temp_spectre.195 9.8e+07 9.9e+07 98500000.5 11 11 0.0848484848484849 0.254820936639118 0.1998001998002 0.236363636363636 0.209270404392356
temp_spectre.196 98500000 99500000 99000000.5 27 27 0.037037037037037 0.237373737373737 0.144078144078144 0.237037037037037 0.182044995053125
temp_spectre.197 9.9e+07 1e+08 99500000.5 49 49 0.121995464852608 0.237786023500309 0.202736039470733 0.191836734693878 0.201118775036147
temp_spectre.198 99500000 100500000 100000000.5 38 38 0.15906432748538 0.236044657097289 0.255639097744361 0.142105263157895 0.210373494712391
